Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
2,3,2,0,14,0,1,5,0
0,3,2,1,18,0,0,5,1
0,4,0,0,7,0,0,5,0
0,0,0,0,9,0,1,3,0
0,4,0,1,19,0,0,5,1
0,2,2,2,8,0,1,5,0
2,3,1,0,7,0,1,4,0
2,1,1,0,12,0,1,0,1
2,1,0,1,4,0,0,4,0
2,6,0,0,1,0,0,5,0
2,4,0,1,19,0,0,6,1
0,0,0,0,9,0,1,6,1
0,1,1,1,2,0,1,5,1
2,0,0,1,8,0,0,4,1
1,2,1,0,9,0,1,0,0
2,4,2,0,11,0,0,3,1
0,4,2,2,13,0,0,2,0
2,3,0,1,14,0,0,2,1
2,3,1,2,10,0,1,0,0
2,1,2,0,4,0,0,7,1
2,3,1,1,14,0,1,6,0
2,3,0,1,12,0,1,5,1
1,0,1,0,2,0,0,4,1
1,3,2,2,0,0,0,5,1
0,0,2,0,16,0,0,3,1
1,0,2,0,18,0,0,6,0
1,3,1,1,2,0,0,4,0
0,6,0,1,6,0,0,1,1
1,3,0,2,1,0,0,5,0
1,0,2,1,14,0,0,5,0
0,1,0,0,6,0,0,0,1
2,1,2,0,10,0,0,7,1
0,1,0,2,6,0,0,0,0
2,2,2,1,17,0,1,0,0
1,0,1,0,3,0,1,0,0
0,1,0,0,15,0,1,5,0
2,2,0,1,9,0,1,6,0
0,2,0,0,11,0,0,4,0
1,6,1,1,9,0,0,5,1
2,1,0,1,14,0,0,6,1
2,2,2,1,8,0,1,3,1
2,4,1,1,10,0,1,2,0
0,6,2,0,12,0,0,6,1
1,4,2,1,19,0,0,2,1
2,4,1,1,4,0,0,3,1
0,0,2,2,1,0,0,2,0
0,1,1,1,0,0,1,4,0
0,5,2,1,7,0,0,0,1
0,0,0,2,2,0,0,0,0
1,5,0,2,16,0,0,2,1
2,1,1,1,16,0,0,5,1
1,1,0,0,11,0,1,4,0
2,2,0,1,1,0,1,2,1
2,2,2,1,18,0,1,2,1
2,3,2,0,19,0,1,6,0
2,3,0,1,1,0,1,0,0
1,2,0,0,14,0,1,2,0
1,2,2,2,5,0,0,6,1
2,2,1,0,11,0,1,0,1
2,3,2,1,4,0,1,1,0
0,5,0,1,3,0,0,6,1
0,0,1,1,14,0,1,4,1
1,3,2,1,8,0,0,1,0
2,0,1,1,9,0,0,7,0
1,3,1,0,11,0,1,0,1
2,4,2,1,2,0,1,4,1
1,4,0,0,17,0,1,6,1
2,2,0,0,18,0,1,1,1
1,3,2,0,10,0,1,3,1
1,2,2,2,3,0,1,3,0
1,3,1,2,3,0,1,1,0
0,3,1,0,9,0,1,7,1
2,4,2,1,18,0,1,4,0
0,4,1,1,13,0,0,4,1
2,1,2,0,9,0,0,6,0
0,6,2,0,18,0,1,6,0
1,1,2,1,15,0,0,2,1
2,2,1,1,15,0,0,0,1
2,1,2,0,10,0,0,4,0
1,0,2,1,17,0,0,2,1
0,0,2,0,12,0,0,0,1
2,2,0,0,18,0,1,2,0
0,5,2,2,15,0,1,4,1
0,2,0,0,9,0,1,5,0
1,5,0,0,9,0,0,3,1
1,5,1,0,7,0,1,1,0
0,3,2,2,4,0,1,3,1
1,1,1,0,8,0,1,3,1
0,2,2,2,19,0,0,5,0
2,6,0,0,15,0,0,6,0
2,0,0,2,5,0,1,0,0
1,0,1,0,18,0,1,5,1
1,4,2,1,16,0,0,7,1
0,0,2,0,4,0,0,7,1
2,1,1,0,1,0,1,6,1
2,2,1,1,14,0,1,4,1
1,1,1,0,6,0,1,6,0
2,4,0,1,5,0,0,1,1
1,4,1,0,16,0,1,3,1
0,2,2,2,5,0,1,5,0
1,3,1,0,17,0,1,7,0
0,0,2,1,16,0,0,5,1
0,1,0,0,0,0,0,0,1
1,1,1,0,6,0,1,5,0
0,1,0,1,12,0,1,4,1
2,3,2,0,10,0,1,5,1
1,3,2,0,6,0,0,1,0
1,3,2,0,8,0,0,1,1
2,6,1,1,17,0,0,4,0
0,2,0,1,2,0,0,5,1
0,3,1,2,19,0,1,3,1
2,1,1,0,7,0,1,5,0
1,4,0,0,14,0,1,0,0
2,2,1,1,18,0,0,5,1
2,1,0,2,6,0,1,0,0
0,2,0,0,10,0,0,5,0
0,3,2,2,17,0,0,5,0
1,3,1,2,13,0,0,2,0
0,0,1,0,13,0,1,5,0
1,0,0,2,13,0,1,2,0
2,0,0,2,9,0,0,0,0
0,4,2,2,14,0,0,4,1
0,2,0,0,6,0,1,5,1
1,3,2,0,12,0,1,0,0
2,3,2,0,7,0,1,4,0
0,3,0,2,6,0,1,3,0
1,2,2,0,14,0,1,0,1
2,5,1,1,9,0,1,3,0
2,1,1,0,10,0,1,7,1
2,1,0,1,10,0,1,2,0
1,2,2,2,8,0,1,6,0
2,0,0,1,19,0,0,1,0
0,5,2,1,4,0,0,7,0
1,4,0,2,3,0,1,0,0
0,5,1,0,18,0,0,2,1
0,4,1,1,5,0,1,5,1
2,6,1,0,17,0,0,3,1
2,2,2,1,19,0,0,5,1
0,1,1,2,0,0,1,2,0
1,1,1,0,1,0,0,0,1
0,5,2,2,17,0,1,0,0
0,4,2,0,9,0,0,2,1
0,6,2,1,0,0,1,5,1
2,0,1,0,15,0,1,1,1
2,0,0,1,15,0,1,6,1
2,3,0,1,9,0,1,1,0
2,0,1,1,2,0,1,4,1
2,1,1,0,4,0,1,5,1
1,4,1,0,11,0,0,1,0
1,0,0,2,2,0,1,0,0
2,0,1,2,11,0,1,0,0
2,2,2,1,11,0,1,1,1
0,2,2,0,12,0,0,0,0
0,2,2,1,13,0,1,5,1
2,3,2,0,15,0,1,4,0
1,1,2,1,0,0,0,6,1
0,1,0,1,7,0,1,4,1
1,3,1,2,7,0,1,6,1
2,0,2,2,18,0,0,3,0
2,6,2,1,8,0,0,1,1
1,4,0,0,13,0,1,5,1
0,6,2,0,7,0,0,1,0
0,0,1,0,8,0,0,4,0
1,2,1,2,0,0,0,7,1
1,4,2,0,4,0,0,0,0
0,1,0,2,9,0,0,4,0
2,6,1,0,0,0,0,5,0
1,2,1,2,15,0,1,0,1
0,6,1,1,8,0,0,7,0
0,0,2,2,0,0,1,6,0
0,2,0,0,9,0,1,1,0
1,3,0,2,8,0,0,7,1
0,4,2,2,7,0,0,1,1
0,5,0,2,11,0,0,4,0
2,4,1,1,6,0,1,2,1
0,5,2,1,8,0,0,6,1
2,4,2,1,7,0,0,6,1
0,4,2,0,9,0,0,6,1
1,4,2,1,12,0,0,4,0
0,6,2,1,2,0,1,7,1
0,6,2,0,1,0,1,7,0
0,3,2,1,0,0,1,5,0
2,6,1,1,9,0,1,2,0
0,1,0,2,15,0,0,2,0
2,5,0,0,6,0,1,1,0
0,2,1,1,3,0,1,4,0
1,4,2,1,7,0,0,7,0
0,3,1,0,7,0,1,4,1
0,6,2,0,6,0,0,5,0
2,1,2,0,19,0,0,4,0
2,2,0,0,19,0,1,4,1
2,2,1,0,0,0,0,7,0
2,1,2,0,6,0,0,5,0
2,4,1,1,19,0,1,1,1
2,0,0,2,6,0,0,0,0
2,4,0,0,7,0,1,7,0
2,4,0,1,6,0,1,1,1
1,2,2,1,16,0,0,1,1
0,1,0,1,12,0,1,5,1
1,6,0,0,4,0,0,7,1
2,5,0,0,7,0,0,4,1
2,3,1,1,2,0,0,1,1
2,0,1,1,17,0,1,2,0
0,3,2,2,16,0,1,0,0
1,0,0,2,3,0,1,0,0
0,6,0,1,2,0,0,4,0
2,0,1,0,5,0,1,6,1
0,0,1,0,10,0,1,0,1
2,5,0,1,18,0,0,7,0
0,5,1,0,13,0,0,2,0
0,0,2,2,4,0,0,2,0
2,2,1,2,16,0,0,0,1
2,4,0,1,3,0,0,2,1
0,6,0,0,7,0,0,6,0
0,4,2,2,16,0,0,3,1
0,2,2,0,15,0,0,1,1
1,2,2,0,17,0,0,2,1
1,0,2,1,7,0,0,2,1
1,0,2,1,8,0,0,2,1
2,0,2,1,8,0,0,2,1
2,0,2,1,8,0,1,2,1
1,0,1,0,7,0,0,3,1
1,0,1,0,8,0,0,3,1
1,0,1,0,9,0,0,3,1
1,0,1,0,10,0,0,3,1
2,0,1,0,6,0,1,4,1
2,0,0,0,6,0,1,4,1
2,0,0,0,6,0,1,3,1
2,1,0,0,6,0,1,3,1
2,1,0,0,6,0,1,4,1
2,1,0,0,5,0,1,4,1
0,1,0,0,5,0,1,5,1
0,2,0,0,5,0,1,5,1
0,2,0,1,5,0,1,5,1
0,2,0,2,5,0,1,5,1
1,2,2,2,6,0,1,3,1
1,2,2,1,6,0,0,3,1
1,2,2,0,6,0,0,3,1
1,2,2,0,6,0,1,4,1
1,3,2,0,6,0,1,4,1
1,3,2,0,7,0,1,4,1
0,3,2,0,7,0,0,4,1
0,3,2,0,8,0,0,4,1
2,3,2,0,7,0,1,4,1
2,3,2,0,7,0,1,5,1
2,3,1,0,7,0,1,5,1
2,3,2,1,7,0,1,5,1
1,3,2,0,7,0,1,5,1
1,3,2,0,8,0,1,4,1
0,2,0,1,8,0,0,4,1
0,2,0,1,8,0,0,5,1
1,1,0,2,9,0,0,5,1
1,2,0,2,9,0,0,5,1
0,3,1,2,9,0,0,5,1
0,3,2,2,9,0,0,5,1
0,3,2,2,9,0,0,4,1
0,2,2,2,9,0,0,4,1
0,2,2,2,10,0,0,4,1
0,2,1,2,11,0,0,5,1
0,1,1,2,11,0,0,5,1
0,1,1,2,11,0,0,6,1
0,1,1,2,11,0,0,7,1
0,2,2,2,6,0,0,3,1
0,2,2,2,6,0,0,4,1
2,2,2,1,6,0,0,4,1
2,2,2,1,5,0,0,4,1
2,3,1,1,5,0,1,4,1
2,2,0,1,6,0,1,4,1
2,1,0,1,6,0,1,4,1
2,1,0,1,6,0,0,4,1
2,1,1,1,6,0,0,4,1
2,1,1,1,6,0,0,3,1
2,1,1,1,7,0,0,3,1
1,0,1,0,11,0,0,3,1
0,0,1,0,10,0,0,3,1
0,1,0,0,10,0,0,3,1
0,1,0,0,10,0,0,2,1
0,1,0,0,10,0,1,2,1
0,1,0,0,10,0,1,3,1
1,1,0,0,10,0,1,3,1
1,1,0,0,9,0,1,3,1
1,0,0,0,9,0,1,3,1
1,2,2,1,5,0,0,3,1
1,3,2,1,5,0,0,3,1
2,2,2,1,5,0,0,3,1
2,2,2,1,6,0,0,3,1
2,3,2,1,6,0,0,3,1
2,3,1,1,6,0,0,3,1
2,3,2,0,6,0,0,3,1
2,3,2,0,6,0,0,2,1
1,5,1,1,6,0,1,2,1
2,5,1,1,6,0,1,2,1
2,6,1,1,6,0,1,2,1
2,6,1,1,6,0,1,1,1
1,6,1,1,6,0,1,1,1
0,5,2,2,11,0,1,0,1
0,5,2,2,12,0,1,0,1
2,5,0,1,5,0,1,1,1
2,4,0,1,5,0,1,1,1
2,4,0,1,5,0,1,0,1
2,5,0,1,5,0,1,0,1
2,6,0,1,5,0,1,0,1
2,6,0,1,5,0,1,1,1
2,6,0,1,5,0,0,1,1
2,6,0,1,5,0,1,2,1
2,6,0,1,3,0,0,1,1
2,4,0,1,3,0,0,1,1
2,3,0,1,3,0,0,1,1
2,3,0,1,3,0,1,1,1
2,3,0,1,3,0,1,2,1
2,4,0,1,3,0,1,2,1
2,4,1,1,3,0,1,2,1
2,4,1,1,4,0,1,2,1
2,4,1,0,4,0,1,2,1
2,4,1,0,5,0,1,2,1
2,4,1,0,5,0,1,1,1
2,4,1,1,5,0,1,1,1
2,4,2,1,5,0,1,1,1
2,4,2,1,5,0,1,0,1
2,4,2,1,4,0,1,0,1
2,4,2,1,3,0,1,0,1
2,4,1,0,3,0,1,0,1
1,1,2,2,4,0,0,3,1
1,3,2,2,4,0,0,3,1
1,3,2,2,3,0,0,3,1
1,4,2,2,3,0,0,3,1
1,4,1,2,3,0,1,2,1
0,4,2,2,3,0,1,2,1
0,4,2,2,2,0,1,2,1
0,3,2,2,2,0,1,2,1
0,3,2,2,2,0,1,1,1
0,3,2,2,3,0,1,1,1
0,4,2,2,4,0,1,1,1
0,4,2,2,4,0,1,0,1
0,5,2,2,4,0,1,0,1
1,4,1,1,3,0,1,0,1
1,4,1,1,2,0,1,0,1
2,4,1,1,2,0,1,0,1
2,4,2,1,2,0,1,0,1
2,3,2,1,2,0,1,0,1
2,3,2,1,2,0,1,1,1
2,3,2,1,1,0,1,1,1
2,3,2,0,1,0,1,1,1
2,3,2,1,0,0,1,2,1
2,3,2,1,0,0,0,2,1
1,3,0,2,0,0,0,2,1
1,3,0,2,0,0,0,4,1
1,3,0,2,0,0,1,4,1
1,2,0,2,0,0,1,4,1
1,2,2,2,5,0,1,3,1
0,2,2,0,5,0,0,3,1
1,2,2,0,5,0,0,3,1
1,3,2,0,5,0,0,3,1
1,2,2,1,4,0,0,3,1
1,2,2,1,3,0,0,3,1
0,3,2,0,3,0,0,5,1
0,0,1,0,2,0,0,5,1
0,0,1,0,2,0,0,3,1
0,0,1,0,1,0,0,3,1
0,0,0,1,0,0,1,4,1
0,0,1,1,0,0,1,4,1
0,1,1,1,0,0,1,4,1
0,1,2,1,0,0,1,4,1
0,1,2,0,1,0,1,4,1
0,1,2,0,1,0,1,5,1
0,1,2,1,1,0,1,5,1
0,1,2,1,0,0,1,5,1
0,1,1,1,0,0,1,5,1
2,2,2,1,6,0,1,3,1
2,1,2,1,6,0,1,3,1
2,1,1,1,6,0,1,3,1
2,1,1,1,5,0,1,3,1
2,2,1,1,5,0,1,3,1
2,2,1,0,5,0,1,3,1
2,2,1,0,5,0,1,4,1
2,2,1,0,6,0,1,4,1
1,1,1,0,6,0,1,5,1
1,1,1,0,6,0,1,6,1
2,1,1,0,6,0,1,6,1
2,1,1,1,6,0,1,6,1
2,1,2,1,6,0,1,6,1
2,1,2,1,6,0,1,7,1
2,2,2,1,6,0,1,7,1
2,2,2,1,5,0,1,7,1
2,1,2,1,5,0,1,7,1
1,4,1,2,5,0,1,6,1
0,6,1,1,3,0,0,6,1
0,6,2,1,3,0,0,6,1
0,6,2,1,2,0,0,6,1
0,6,2,0,2,0,0,6,1
0,6,2,1,3,0,1,6,1
0,6,2,1,3,0,1,7,1
0,6,2,0,3,0,1,7,1
0,6,2,0,3,0,0,7,1
0,5,2,0,3,0,0,7,1
1,0,2,2,7,0,1,3,1
1,0,2,2,7,0,1,4,1
1,0,2,2,7,0,0,4,1
1,0,2,2,8,0,0,4,1
1,0,2,2,8,0,1,4,1
1,0,2,2,8,0,1,5,1
1,0,0,2,9,0,1,5,1
1,0,0,2,9,0,1,4,1
1,0,0,2,9,0,0,4,1
1,0,1,2,10,0,1,3,1
2,1,2,1,10,0,1,1,1
2,2,2,1,10,0,1,1,1
1,2,2,0,10,0,1,1,1
2,2,2,0,10,0,1,1,1
2,2,2,0,9,0,1,1,1
2,2,2,1,9,0,1,1,1
2,1,1,0,9,0,1,1,1
2,0,1,0,9,0,1,1,1
2,0,1,0,10,0,1,1,1
2,0,2,0,10,0,0,1,1
2,0,2,1,10,0,0,1,1
2,1,2,1,10,0,0,1,1
2,2,2,1,10,0,0,1,1
2,3,2,1,10,0,0,1,1
2,3,2,1,11,0,0,1,1
2,3,1,1,11,0,0,1,1
2,3,1,1,10,0,0,1,1
2,3,1,1,10,0,0,0,1
2,2,1,1,10,0,0,0,1
2,2,0,1,10,0,0,0,1
2,3,0,1,10,0,0,0,1
2,3,0,1,10,0,1,0,1
2,2,0,1,10,0,1,0,1
1,2,2,1,7,0,0,3,1
1,2,2,2,8,0,0,4,1
2,3,2,1,8,0,0,4,1
1,4,2,0,8,0,0,4,1
1,4,2,0,8,0,0,3,1
2,3,2,0,9,0,1,2,1
2,3,2,0,7,0,0,2,1
2,3,2,0,7,0,0,3,1
2,2,2,0,7,0,0,3,1
2,3,1,0,7,0,1,3,1
2,4,1,0,7,0,1,3,1
2,4,1,0,6,0,1,3,1
2,4,2,1,6,0,1,3,1
2,4,2,1,8,0,0,3,1
2,4,2,1,8,0,1,3,1
1,4,2,1,9,0,0,3,1
0,5,2,1,9,0,1,3,1
0,6,2,1,9,0,1,3,1
0,6,2,1,9,0,0,3,1
0,5,2,2,9,0,1,5,1
2,1,1,0,6,0,1,3,1
2,1,1,0,7,0,1,3,1
2,1,0,0,7,0,1,3,1
2,2,0,0,7,0,1,3,1
2,2,0,0,7,0,1,2,1
1,2,0,0,7,0,1,1,1
1,2,0,2,7,0,0,2,1
2,1,0,1,7,0,1,2,1
2,2,0,1,7,0,1,2,1
2,1,0,1,6,0,1,2,1
2,1,0,1,6,0,1,3,1
2,1,0,1,5,0,1,3,1
2,1,0,1,6,0,0,3,1
1,1,1,0,5,0,0,2,1
1,1,1,0,4,0,0,2,1
1,1,1,0,4,0,1,1,1
1,2,1,0,4,0,1,1,1
0,3,0,0,5,0,1,1,1
0,3,1,0,5,0,1,1,1
0,3,1,0,5,0,1,3,1
1,3,2,1,6,0,0,3,1
1,3,2,1,6,0,0,2,1
1,3,2,1,5,0,0,2,1
1,2,2,1,5,0,0,2,1
1,2,2,2,5,0,0,2,1
1,2,2,2,4,0,0,2,1
2,3,1,1,3,0,0,1,1
2,3,1,1,3,0,0,2,1
1,3,1,1,3,0,0,2,1
1,3,1,1,3,0,0,1,1
1,3,1,2,3,0,0,1,1
1,2,1,2,3,0,0,1,1
1,2,1,2,4,0,0,1,1
1,2,1,2,4,0,1,0,1
2,1,2,1,4,0,1,0,1
2,0,2,1,4,0,1,0,1
2,0,2,1,5,0,1,0,1
2,1,2,1,5,0,1,0,1
1,3,2,1,4,0,0,0,1
0,3,2,0,4,0,0,0,1
0,2,2,0,4,0,0,0,1
0,2,2,0,4,0,0,1,1
0,3,2,0,4,0,0,1,1
1,3,2,0,4,0,0,0,1
2,3,2,0,4,0,0,0,1
2,1,2,0,5,0,0,0,1
1,1,2,0,5,0,0,0,1
0,1,2,0,5,0,0,0,1
0,2,2,0,5,0,0,0,1
1,2,2,1,5,0,0,4,1
1,2,2,1,6,0,0,4,1
1,2,1,2,5,0,0,4,1
0,2,1,1,5,0,0,4,1
1,2,1,2,6,0,0,4,1
2,0,0,1,5,0,1,4,1
2,0,0,1,4,0,1,4,1
2,0,0,1,4,0,1,5,1
2,0,1,1,4,0,1,5,1
2,0,1,1,3,0,1,5,1
2,0,1,1,3,0,1,4,1
2,1,1,1,3,0,1,4,1
2,1,1,1,2,0,1,4,1
2,0,2,1,4,0,1,3,1
2,0,2,1,4,0,1,4,1
2,0,2,1,5,0,1,3,1
2,1,2,1,4,0,1,3,1
2,1,2,1,5,0,1,3,1
1,3,0,2,3,0,0,2,1
1,1,2,1,5,0,0,2,1
1,1,2,0,5,0,0,2,1
0,2,0,0,5,0,1,2,1
0,3,0,0,5,0,1,2,1
1,5,0,0,5,0,1,2,1
1,4,0,0,5,0,1,2,1
1,5,1,0,5,0,1,3,1
2,4,0,1,5,0,1,6,1
2,4,0,1,6,0,1,6,1
2,1,1,0,4,0,1,3,1
2,1,1,0,4,0,1,4,1
2,0,1,0,4,0,1,4,1
2,0,1,1,4,0,1,4,1
1,0,1,1,4,0,1,4,1
1,0,1,0,4,0,1,4,1
1,0,1,0,5,0,1,4,1
1,0,1,0,6,0,1,4,1
1,0,1,0,6,0,0,4,1
2,0,2,0,6,0,0,4,1
2,0,2,0,7,0,0,4,1
0,1,1,0,6,0,1,4,1
0,1,1,0,7,0,1,4,1
0,1,1,0,8,0,1,4,1
0,1,1,0,8,0,1,5,1
0,2,1,0,8,0,1,5,1
0,2,1,0,8,0,1,6,1
0,2,1,0,8,0,0,6,1
1,3,0,2,8,0,0,6,1
1,2,0,2,8,0,0,6,1
0,3,1,2,9,0,0,6,1
0,4,1,2,9,0,0,6,1
0,4,2,2,9,0,0,6,1
0,4,2,2,9,0,0,7,1
0,5,2,2,9,0,0,7,1
0,5,2,2,9,0,1,7,1
0,6,1,1,8,0,0,6,1
0,6,0,1,8,0,0,6,1
0,6,0,1,9,0,0,6,1
2,3,2,1,5,0,1,2,1
2,2,2,1,5,0,1,2,1
2,1,2,1,5,0,1,2,1
1,2,1,1,3,0,1,1,1
1,2,1,1,3,0,0,1,1
1,1,1,1,3,0,0,1,1
1,1,1,1,3,0,1,1,1
1,1,1,0,3,0,1,1,1
2,1,1,0,3,0,1,2,1
2,1,1,0,3,0,1,3,1
2,2,2,0,3,0,1,4,1
2,3,2,0,3,0,1,4,1
2,3,2,0,3,0,1,5,1
2,3,1,0,3,0,1,5,1
2,4,1,0,3,0,1,5,1
2,4,1,0,4,0,1,5,1
2,3,1,0,4,0,1,5,1
2,2,1,0,3,0,0,6,1
2,2,1,0,2,0,0,6,1
2,2,1,0,2,0,0,5,1
1,3,1,0,2,0,0,5,1
1,3,1,0,2,0,0,6,1
1,3,1,0,2,0,0,7,1
0,3,1,0,2,0,0,7,1
0,3,1,0,2,0,1,7,1
0,3,1,0,3,0,1,7,1
0,2,1,0,3,0,0,6,1
0,1,1,0,4,0,0,6,1
0,2,2,0,4,0,0,6,1
0,1,2,0,4,0,0,6,1
1,2,1,0,6,0,1,3,1
1,3,1,0,6,0,1,3,1
1,3,2,0,4,0,1,4,1
1,3,1,0,4,0,1,4,1
1,4,2,0,4,0,0,4,1
1,4,1,0,4,0,1,4,1
1,4,1,0,3,0,1,4,1
1,4,1,0,3,0,0,4,1
1,4,1,0,4,0,0,4,1
2,4,2,0,4,0,0,4,1
2,4,2,0,4,0,0,5,1
2,4,2,0,5,0,0,5,1
2,3,0,0,6,0,1,5,1
2,3,0,1,6,0,1,5,1
2,3,1,1,6,0,1,5,1
2,3,1,1,5,0,1,5,1
2,3,1,1,5,0,0,5,1
2,3,0,1,5,0,0,5,1
2,3,0,1,5,0,1,5,1
0,3,0,1,6,0,1,4,1
0,3,0,1,7,0,1,4,1
0,3,0,1,7,0,0,4,1
0,3,0,1,5,0,1,4,1
0,3,1,1,5,0,1,4,1
0,3,1,0,5,0,1,4,1
0,3,1,0,6,0,1,4,1
1,3,1,0,6,0,1,4,1
1,3,1,2,6,0,1,4,1
1,3,1,2,7,0,1,4,1
1,5,2,2,6,0,1,4,1
1,5,0,0,6,0,0,4,1
2,5,0,0,6,0,0,4,1
2,5,0,0,6,0,0,3,1
2,1,2,1,6,0,0,3,1
2,3,2,1,6,0,1,3,1
2,3,2,1,5,0,1,3,1
2,3,2,1,4,0,1,3,1
2,3,2,1,4,0,0,3,1
