7,2,3,8,4,12,4,0,0,20,12,88,20,0
3,5,5,6,6,1,2,0,0,34,25,85,18,0
1,5,32,7,5,4,5,0,0,29,19,1,36,0
8,5,30,9,1,12,2,0,0,7,2,34,16,0
8,0,27,9,6,12,3,0,0,32,20,24,33,0
3,4,1,13,4,10,3,0,0,15,6,87,37,0
3,5,10,9,4,10,2,0,0,34,28,23,14,0
6,2,9,12,2,13,4,0,0,22,18,41,35,0
7,3,35,11,1,13,2,0,0,37,38,22,27,0
5,2,37,4,0,2,2,0,0,5,2,59,21,0
1,6,36,9,3,1,4,0,0,16,6,34,32,0
4,3,2,1,4,10,2,0,0,15,7,79,26,0
4,5,4,8,5,7,5,0,0,34,25,46,7,0
1,2,32,11,6,9,3,0,0,46,36,30,37,0
1,3,3,4,1,12,1,0,0,5,1,27,37,0
4,1,32,13,3,5,3,0,0,23,16,98,30,0
1,5,34,5,1,13,5,0,0,32,30,61,23,0
3,2,15,2,5,13,3,0,0,37,30,57,34,0
3,1,38,3,6,13,0,0,0,28,16,52,25,0
4,2,9,6,6,11,0,0,0,38,31,76,31,0
6,6,26,13,5,1,4,0,0,34,24,35,12,0
7,5,7,11,1,2,0,0,0,28,31,73,29,0
1,7,1,1,4,9,1,0,0,34,31,71,25,0
7,4,29,2,5,13,2,0,0,14,2,53,28,0
5,1,11,3,5,9,5,0,0,15,2,56,26,0
6,7,27,8,6,2,3,0,0,16,1,21,39,0
4,5,24,11,5,1,3,0,0,16,3,41,38,0
9,1,31,13,2,5,2,0,0,33,32,98,17,0
6,1,27,7,0,3,0,0,0,0,0,50,20,0
1,3,17,5,3,12,5,0,0,39,34,18,17,0
3,0,36,4,6,4,0,0,0,19,5,81,4,0
7,5,25,11,2,11,2,0,0,23,20,95,9,0
6,4,21,7,2,8,5,0,0,30,26,29,9,0
9,4,3,7,1,4,2,0,0,34,38,47,33,0
7,2,27,1,2,4,3,0,0,11,1,2,17,0
9,3,36,14,3,1,0,0,0,12,3,11,13,0
4,4,0,6,4,10,1,0,0,40,38,70,13,0
4,4,0,6,4,11,1,0,0,40,38,70,13,0
4,4,0,6,4,11,1,0,0,40,38,70,14,0
4,4,0,6,4,12,1,0,0,40,38,70,14,0
4,4,0,6,4,13,1,0,0,40,38,70,14,0
4,4,0,6,4,13,1,0,0,40,38,70,15,0
4,4,0,6,4,13,1,0,0,40,38,71,14,0
4,5,0,6,4,13,1,0,0,40,38,71,14,0
4,6,0,6,4,13,1,0,0,40,38,71,14,0
4,6,0,6,4,13,1,1,0,40,38,71,14,0
5,6,0,6,4,13,1,1,0,40,38,71,14,0
5,6,0,6,4,13,1,1,0,40,38,71,15,0
5,6,0,6,4,13,1,2,0,40,38,71,15,0
5,6,0,6,4,13,1,2,0,40,38,70,15,0
5,6,0,6,4,13,1,2,0,40,38,70,14,0
5,6,0,6,4,12,1,2,0,40,38,70,14,0
5,6,0,6,4,12,1,1,0,40,38,70,14,0
5,7,0,6,4,12,1,1,0,40,38,70,14,0
5,7,0,6,4,12,1,2,0,40,38,70,14,0
5,7,0,5,4,12,1,2,0,40,38,70,14,0
5,6,0,5,4,12,1,2,0,40,38,70,14,0
5,6,0,4,4,12,1,2,0,40,38,70,14,0
5,6,0,3,4,12,1,2,0,40,38,70,14,0
6,5,0,3,4,12,2,2,0,39,36,69,14,0
6,5,0,3,4,12,2,2,0,39,36,68,14,0
6,4,0,3,4,12,2,2,0,39,36,68,14,0
6,3,0,3,4,12,2,2,0,39,36,68,14,0
6,3,1,3,4,12,2,2,0,39,36,68,14,0
6,3,1,4,4,12,2,2,0,39,36,68,14,0
7,4,1,4,4,12,2,3,0,39,36,68,13,0
7,4,1,4,4,12,2,3,0,39,36,68,14,0
6,4,1,4,4,12,2,3,0,39,36,68,14,0
6,4,1,4,4,12,2,3,0,39,36,68,15,0
6,4,1,4,4,12,2,3,0,39,36,67,15,0
7,3,1,4,4,12,2,3,0,39,36,67,15,0
7,3,1,4,4,13,2,3,0,39,36,67,15,0
7,3,1,4,4,13,2,3,0,39,36,67,14,0
8,3,1,4,4,13,2,3,0,39,36,67,14,0
8,3,1,4,4,13,2,4,0,39,36,67,14,0
8,3,1,4,4,13,2,4,0,39,36,67,13,0
8,3,1,4,4,13,2,4,0,39,36,66,13,0
8,3,1,4,4,13,2,4,0,39,36,66,14,0
8,3,1,4,4,13,2,3,0,39,36,66,14,0
8,3,0,4,4,13,2,3,0,39,36,67,14,0
8,3,0,4,4,13,2,4,0,39,36,67,14,0
8,3,0,4,4,13,2,4,0,39,36,67,15,0
8,3,1,4,4,13,2,4,0,39,36,67,15,0
8,3,0,4,4,13,2,4,0,39,36,67,16,0
8,3,0,4,4,13,2,4,0,39,36,68,16,0
8,3,1,4,4,13,2,4,0,39,36,68,16,0
8,3,1,4,4,13,2,3,0,39,36,68,16,0
8,3,1,3,4,13,2,3,0,39,36,68,16,0
9,5,2,0,5,13,1,3,0,39,35,72,17,0
9,5,2,1,5,13,1,3,0,39,35,72,17,0
9,5,2,1,5,13,1,3,0,39,35,72,18,0
9,5,2,1,5,13,1,3,0,39,35,73,18,0
5,3,3,2,2,7,4,4,0,38,38,77,19,0
5,3,3,1,2,7,4,4,0,38,38,77,19,0
5,3,3,1,2,6,4,4,0,38,38,77,19,0
5,3,3,1,2,6,4,5,0,38,38,77,19,0
6,3,3,1,2,6,4,5,0,38,38,77,19,0
6,4,3,1,2,6,4,5,0,38,38,77,19,0
6,4,3,1,2,6,4,6,0,38,38,77,19,0
6,4,3,1,2,6,4,6,0,38,38,77,20,0
7,4,3,1,2,6,4,6,0,38,38,77,20,0
7,5,3,1,2,6,4,6,0,38,38,77,20,0
7,5,4,1,2,6,4,6,0,38,38,77,20,0
7,5,4,1,2,5,4,6,0,38,38,77,20,0
7,5,4,2,2,5,4,6,0,38,38,77,20,0
7,5,4,3,2,5,4,6,0,38,38,77,20,0
7,5,4,3,2,5,4,5,0,38,38,77,20,0
6,5,4,3,2,5,4,5,0,38,38,77,20,0
6,4,4,3,2,5,4,5,0,38,38,77,20,0
6,4,4,3,2,5,4,5,0,38,38,77,21,0
6,4,4,3,2,5,4,5,0,38,38,77,22,0
6,4,4,3,2,5,4,4,0,38,38,77,22,0
6,4,4,3,2,5,4,4,0,38,38,76,22,0
8,3,4,2,3,9,5,4,0,39,37,77,22,0
8,3,4,2,3,9,5,3,0,39,37,77,22,0
8,3,4,1,3,9,5,3,0,39,37,77,22,0
8,3,4,1,3,10,5,3,0,39,37,77,22,0
8,3,3,0,3,11,4,2,0,39,38,76,23,0
8,3,3,0,3,11,4,2,0,39,38,77,23,0
8,3,3,0,3,11,4,3,0,39,38,77,23,0
8,3,3,0,3,10,4,3,0,39,38,77,23,0
8,3,3,0,3,10,4,2,0,39,38,77,23,0
6,7,28,8,5,13,2,0,0,45,39,55,1,0
6,7,29,8,5,13,2,0,0,45,39,55,1,0
6,7,29,8,5,13,2,0,0,45,39,56,1,0
6,7,28,8,5,13,2,0,0,45,39,56,1,0
6,7,28,8,5,13,2,0,0,45,39,57,1,0
6,7,28,8,5,13,2,0,0,45,39,58,1,0
5,7,28,8,5,13,2,0,0,45,39,58,1,0
5,7,27,8,5,13,2,0,0,45,39,58,1,0
5,7,26,8,5,13,2,0,0,45,39,58,1,0
5,7,25,8,5,13,2,0,0,45,39,58,1,0
5,7,25,8,5,13,2,1,0,45,39,58,1,0
5,7,25,8,5,13,2,1,0,45,39,59,1,0
5,7,24,8,5,13,2,1,0,45,39,59,1,0
5,7,24,8,5,13,2,1,0,45,39,60,1,0
4,7,24,8,5,13,2,1,0,45,39,60,1,0
4,7,24,8,5,13,2,1,0,45,39,60,2,0
1,5,26,7,4,13,4,2,0,45,39,61,2,0
1,6,26,7,4,13,4,2,0,45,39,61,2,0
1,6,26,8,4,13,4,2,0,45,39,61,2,0
1,6,25,8,4,13,4,2,0,45,39,61,2,0
1,6,25,8,4,13,4,2,0,45,39,60,2,0
1,6,25,8,4,12,4,2,0,45,39,60,2,0
1,5,25,8,4,12,4,2,0,45,39,60,2,0
1,5,24,8,4,12,4,2,0,45,39,60,2,0
1,5,24,8,4,12,4,3,0,45,39,60,2,0
2,4,22,8,3,12,5,7,0,44,39,63,4,0
1,4,22,8,3,12,5,7,0,44,39,63,4,0
1,4,22,8,3,12,5,7,0,44,39,64,4,0
1,5,22,8,3,12,5,7,0,44,39,64,4,0
1,5,22,9,3,12,5,7,0,44,39,64,4,0
5,1,30,1,6,12,0,0,0,45,38,33,39,0
5,1,30,1,6,12,0,1,0,45,38,34,39,0
5,0,30,1,6,12,0,1,0,45,38,34,39,0
5,0,30,1,6,12,0,1,0,45,38,34,38,0
5,0,30,1,6,13,0,1,0,45,38,34,38,0
5,0,30,2,6,12,0,1,0,45,38,34,39,0
6,6,37,14,4,6,1,1,0,27,19,90,0,0
6,6,37,14,4,7,1,1,0,27,19,90,0,0
6,5,37,14,4,7,1,1,0,27,19,90,0,0
6,5,36,14,4,7,1,1,0,27,19,90,0,0
6,5,36,15,4,7,1,1,0,27,19,90,0,0
6,5,36,15,4,8,1,1,0,27,19,90,0,0
6,5,35,15,4,8,1,1,0,27,19,90,0,0
6,5,34,15,4,8,1,1,0,27,19,90,0,0
6,5,34,15,4,8,1,1,0,27,19,91,0,0
6,4,34,15,4,8,1,1,0,27,19,91,0,0
6,4,34,15,4,9,1,1,0,27,19,91,0,0
6,4,34,15,4,9,1,1,0,27,19,91,1,0
7,1,19,10,1,3,2,0,0,11,7,47,17,0
1,0,10,14,0,6,5,8,0,18,14,57,24,0
1,0,10,14,0,7,5,8,0,18,14,57,24,0
1,0,10,14,0,7,5,9,0,18,14,57,24,0
1,0,10,14,0,8,5,9,0,18,14,57,24,0
1,0,10,14,0,9,5,9,0,18,14,57,24,0
1,0,10,14,0,9,5,9,0,18,14,57,25,0
2,0,10,14,0,9,5,9,0,18,14,57,25,0
1,0,10,15,0,9,5,9,0,18,14,57,25,0
1,0,10,15,0,9,5,9,0,18,14,57,26,0
2,0,10,15,0,9,5,9,0,18,14,57,26,0
1,1,0,15,1,13,5,9,0,28,25,64,37,0
1,1,0,15,1,13,5,9,0,28,25,64,38,0
1,1,0,15,1,13,5,9,0,28,25,65,38,0
1,1,0,15,1,13,5,9,0,28,25,65,39,0
1,1,0,15,1,13,5,9,0,28,25,66,39,0
1,1,0,15,1,13,5,9,0,28,25,67,39,0
1,1,0,15,1,13,5,9,0,28,25,68,39,0
1,1,0,15,1,13,5,9,0,28,25,69,39,0
1,1,0,15,1,12,5,9,0,28,25,69,39,0
6,2,39,0,4,0,0,0,0,27,21,62,32,0
2,0,36,2,1,5,4,4,0,30,28,68,38,0
2,0,36,3,1,5,4,4,0,30,28,68,38,0
2,0,36,4,1,5,4,4,0,30,28,68,38,0
2,0,36,4,1,6,4,4,0,30,28,68,38,0
2,0,36,5,0,8,4,5,0,31,31,69,38,0
2,0,36,5,0,8,4,5,0,31,31,70,38,0
1,0,36,5,0,8,4,5,0,31,31,70,38,0
1,1,36,5,0,8,4,5,0,31,31,70,38,0
1,1,36,5,0,8,4,5,0,31,31,70,39,0
2,1,32,6,0,11,5,8,0,35,35,73,39,0
2,1,32,6,0,11,5,9,0,35,35,73,39,0
2,1,32,6,0,11,5,9,0,35,35,73,38,0
1,1,32,6,0,11,5,9,0,35,35,73,38,0
1,1,32,6,0,11,5,9,0,35,35,73,39,0
1,1,32,6,0,12,5,9,0,35,35,73,39,0
1,1,32,6,0,12,5,9,0,35,35,73,38,0
1,1,32,6,0,12,5,9,0,35,35,74,38,0
1,1,32,6,0,12,5,9,0,35,35,74,39,0
1,0,32,6,0,12,5,9,0,35,35,74,39,0
1,0,32,6,0,12,5,8,0,35,35,74,39,0
1,0,32,6,0,12,5,8,0,35,35,75,39,0
1,1,32,6,0,12,5,8,0,35,35,75,39,0
1,1,32,6,0,12,5,8,0,35,35,75,38,0
1,1,32,6,0,12,5,9,0,35,35,75,38,0
1,1,32,7,0,12,5,9,0,35,35,75,38,0
1,1,31,7,0,12,5,9,0,35,35,75,38,0
1,1,31,8,0,12,5,9,0,35,35,75,38,0
1,1,31,8,0,13,5,9,0,35,35,75,38,0
1,1,31,10,0,12,5,8,0,35,35,75,38,0
1,1,31,10,0,12,5,8,0,35,35,76,38,0
1,1,30,11,0,12,5,8,0,35,35,76,38,0
1,1,30,11,0,12,5,8,0,35,35,77,38,0
1,1,30,11,0,13,5,8,0,35,35,77,38,0
1,1,30,12,0,13,5,8,0,35,35,77,38,0
1,1,30,12,0,12,5,8,0,35,35,77,38,0
1,1,30,12,0,13,5,8,0,35,35,78,38,0
1,1,29,12,0,13,5,8,0,35,35,78,38,0
1,1,29,12,0,13,5,8,0,35,35,78,39,0
1,0,29,12,0,13,5,8,0,35,35,78,39,0
1,0,29,12,0,13,5,8,0,35,35,79,39,0
2,0,29,12,0,13,5,8,0,35,35,79,39,0
2,0,29,12,0,13,5,9,0,35,35,79,39,0
2,0,29,12,0,13,5,9,0,35,35,80,39,0
2,0,28,12,0,13,5,9,0,35,35,80,39,0
2,0,27,12,0,13,5,9,0,36,36,80,39,0
1,0,27,12,0,13,5,9,0,36,36,80,39,0
1,0,27,12,0,13,5,9,0,36,36,81,39,0
1,1,27,12,0,13,5,9,0,36,36,81,39,0
1,1,27,13,0,13,5,9,0,36,36,81,39,0
1,1,27,13,0,12,5,9,0,36,36,81,39,0
1,1,27,14,0,12,5,9,0,36,36,81,39,0
1,1,27,15,0,12,5,9,0,36,36,81,39,0
1,1,27,15,0,12,5,9,0,36,36,82,39,0
1,1,27,15,0,12,5,8,0,36,36,82,39,0
1,1,27,15,0,12,5,9,0,36,36,83,39,0
1,0,27,15,0,12,5,9,0,36,36,83,39,0
1,0,27,15,0,12,5,9,0,36,36,84,39,0
1,0,27,15,0,12,5,9,0,36,36,85,39,0
1,0,27,15,0,12,5,9,0,36,36,85,38,0
1,0,27,15,0,13,5,9,0,36,36,85,38,0
1,0,27,15,0,13,5,9,0,36,36,85,39,0
1,0,27,14,0,13,5,9,0,36,36,85,39,0
1,0,26,14,0,13,5,9,0,36,36,85,39,0
1,0,26,14,0,13,5,8,0,36,36,85,39,0
2,0,26,15,0,13,4,8,0,36,37,86,39,0
1,0,26,14,0,13,4,8,0,36,37,86,39,0
1,0,25,14,0,13,4,8,0,36,37,86,39,0
1,1,25,14,0,13,4,8,0,36,37,86,39,0
1,1,25,15,0,13,4,8,0,36,37,86,39,0
1,1,25,15,0,12,4,8,0,36,37,86,39,0
1,1,24,14,0,13,4,8,0,36,37,86,39,0
1,1,24,14,0,13,4,9,0,36,37,86,39,0
1,1,24,14,0,12,4,9,0,36,37,86,39,0
1,1,24,14,0,13,4,9,0,36,37,87,39,0
1,1,24,14,0,12,4,9,0,36,37,87,39,0
2,1,24,14,0,12,4,9,0,36,37,87,39,0
2,0,24,14,0,12,4,9,0,36,37,87,39,0
2,0,24,14,0,13,4,9,0,36,37,87,39,0
2,0,24,14,0,13,4,9,0,36,37,87,38,0
2,0,24,14,0,12,4,9,0,36,37,87,38,0
2,0,23,14,0,12,4,9,0,36,37,87,38,0
2,0,23,14,0,12,4,9,0,36,37,87,39,0
2,0,23,14,0,13,4,9,0,36,37,87,39,0
1,0,23,14,0,13,4,9,0,36,37,87,39,0
1,0,23,14,0,12,4,9,0,36,37,87,39,0
1,0,22,14,0,12,4,9,0,36,37,87,39,0
1,0,19,14,0,12,5,8,0,37,38,90,39,0
1,0,19,14,0,12,5,8,0,37,38,91,39,0
1,0,18,14,0,12,5,8,0,37,38,91,39,0
1,0,18,14,0,12,5,9,0,37,38,91,39,0
1,0,18,14,0,12,5,9,0,37,38,92,39,0
1,0,18,14,0,13,5,9,0,37,38,92,39,0
1,0,18,14,0,13,5,9,0,37,38,92,38,0
1,0,17,14,0,13,5,9,0,37,38,92,38,0
1,0,17,14,0,13,5,9,0,37,38,92,39,0
1,0,17,15,0,13,5,9,0,37,38,92,39,0
2,0,17,14,0,13,5,9,0,37,38,92,39,0
2,0,17,14,0,13,5,9,0,37,38,93,39,0
2,0,17,15,0,13,5,9,0,37,38,93,39,0
2,0,17,15,0,13,5,9,0,37,38,94,39,0
1,0,17,15,0,13,5,9,0,37,38,94,39,0
1,1,17,15,0,13,5,9,0,37,38,94,39,0
1,1,17,15,0,13,5,9,0,37,38,94,38,0
1,1,17,15,0,13,5,8,0,37,38,94,38,0
1,0,17,15,0,13,5,8,0,37,38,94,38,0
1,0,17,15,0,13,5,8,0,37,38,95,38,0
2,0,17,15,0,13,5,8,0,37,38,95,38,0
2,0,17,15,0,13,5,8,0,37,38,95,39,0
2,0,17,15,0,13,5,8,0,37,38,96,38,0
1,0,17,15,0,13,5,8,0,37,38,96,38,0
1,0,17,15,0,13,5,9,0,37,38,96,38,0
1,0,17,15,0,13,5,9,0,37,38,96,39,0
2,0,17,15,0,13,5,9,0,37,38,96,39,0
2,0,17,15,0,13,5,9,0,37,38,97,39,0
2,0,17,15,0,13,5,9,0,37,38,97,38,0
1,7,36,4,4,6,4,0,0,22,10,37,7,0
1,7,36,6,4,6,4,3,0,23,11,38,9,0
1,7,36,7,4,6,4,3,0,23,11,38,9,0
1,6,35,7,3,10,4,4,0,23,13,38,9,0
1,6,35,7,3,10,4,4,0,23,13,39,9,0
1,5,34,7,3,10,4,5,0,23,13,40,9,0
1,5,33,7,3,10,4,5,0,23,13,40,9,0
1,5,33,7,3,10,4,5,0,23,13,41,9,0
1,4,33,7,3,10,4,5,0,23,13,41,9,0
1,4,33,8,3,10,4,5,0,23,13,41,9,0
1,4,33,8,3,10,4,5,0,23,13,41,10,0
1,4,33,9,3,10,4,5,0,23,13,41,10,0
1,2,30,11,1,10,4,9,0,23,17,45,11,0
1,2,29,11,1,10,4,9,0,23,17,45,11,0
1,1,29,11,1,10,4,9,0,23,17,45,11,0
1,1,28,11,1,10,4,9,0,23,17,45,11,0
1,1,28,11,1,10,4,9,0,23,17,45,12,0
2,1,28,11,1,10,4,9,0,23,17,45,12,0
2,1,28,11,1,11,4,9,0,23,17,45,12,0
2,0,28,11,1,11,4,8,0,23,17,45,12,0
1,0,28,11,1,11,4,8,0,23,17,47,12,0
1,0,27,11,1,11,4,8,0,23,17,47,12,0
1,0,27,11,0,13,4,8,0,24,21,50,13,0
1,0,27,11,0,13,4,8,0,24,21,51,13,0
1,0,24,11,0,13,5,8,0,25,22,53,16,0
1,0,23,11,0,13,5,8,0,25,22,53,16,0
1,0,23,11,0,12,5,8,0,25,22,53,16,0
1,1,23,11,0,12,5,8,0,25,22,53,16,0
2,1,23,11,0,12,5,8,0,25,22,53,16,0
2,1,22,11,0,12,5,8,0,25,22,53,16,0
2,1,22,12,0,12,5,8,0,25,22,53,16,0
2,1,22,12,0,12,5,8,0,25,22,54,16,0
2,1,21,12,0,12,5,8,0,25,22,54,16,0
2,0,0,15,1,13,4,8,0,39,39,64,27,0
2,0,1,15,1,13,4,8,0,39,39,64,27,0
2,0,1,15,1,13,4,8,0,39,39,65,27,0
2,0,1,15,1,13,4,8,0,39,39,65,28,0
2,0,1,15,1,13,4,9,0,39,39,65,28,0
2,0,1,15,1,13,4,9,0,39,39,66,28,0
2,0,1,15,1,13,4,9,0,39,39,67,28,0
2,0,1,14,1,13,4,9,0,39,39,67,28,0
2,0,1,15,1,13,4,9,0,39,39,68,28,0
2,0,1,15,1,13,4,9,0,39,39,69,28,0
2,0,0,15,1,13,4,9,0,39,39,69,28,0
2,0,0,15,1,13,4,9,0,39,39,70,28,0
2,0,0,14,1,13,4,9,0,39,39,70,28,0
2,0,1,14,1,13,4,9,0,39,39,70,28,0
1,3,37,10,5,5,0,0,0,15,2,68,16,0
1,3,37,10,5,5,0,0,0,15,2,69,16,0
2,3,37,10,5,6,2,0,0,16,2,69,16,0
2,2,37,10,5,6,2,0,0,16,2,69,16,0
2,2,37,11,5,6,2,0,0,16,2,69,16,0
2,2,37,11,5,7,2,0,0,16,2,69,16,0
2,2,36,11,5,7,2,0,0,16,2,69,16,0
2,1,32,14,5,9,4,2,0,18,3,73,19,0
2,1,32,14,5,9,4,2,0,18,3,74,19,0
2,1,32,14,5,9,4,2,0,18,3,75,19,0
1,1,32,14,5,9,4,2,0,18,3,75,19,0
1,1,32,14,5,9,4,2,0,18,3,75,20,0
1,1,32,14,5,9,4,2,0,18,3,75,21,0
1,1,32,14,5,9,4,2,0,18,3,75,22,0
7,2,10,15,1,7,2,0,0,18,16,15,39,0
7,2,10,15,1,8,2,0,0,18,16,15,39,0
7,2,10,15,1,8,2,0,0,18,16,15,38,0
7,2,10,15,1,9,2,0,0,18,16,15,38,0
7,2,10,14,1,9,2,0,0,18,16,15,38,0
7,2,10,14,1,9,2,1,0,18,16,15,38,0
7,2,10,14,1,9,2,1,0,18,16,16,38,0
7,2,10,14,1,9,2,1,0,18,16,16,39,0
7,2,10,14,1,10,2,1,0,18,16,16,39,0
7,2,9,14,1,10,2,1,0,18,16,16,39,0
7,2,9,14,1,10,2,1,0,18,16,17,39,0
7,2,9,14,1,10,2,2,0,18,16,17,39,0
7,2,9,14,1,10,2,2,0,18,16,18,39,0
7,2,9,14,1,10,2,3,0,18,16,18,39,0
7,3,27,9,3,5,2,0,0,29,24,21,20,0
7,3,26,9,3,5,2,0,0,29,24,21,20,0
7,3,26,9,3,6,2,0,0,29,24,21,20,0
7,3,25,9,3,6,2,0,0,29,24,21,20,0
6,3,25,9,3,6,2,0,0,29,24,21,20,0
6,3,25,10,3,6,2,0,0,29,24,21,20,0
4,6,12,9,0,3,3,0,0,3,0,43,5,0
4,5,12,9,0,3,3,0,0,3,0,43,5,0
4,5,12,9,0,3,3,0,0,4,0,43,5,0
3,5,12,9,0,3,3,0,0,4,0,43,5,0
3,5,12,9,0,3,3,1,0,4,0,43,5,0
3,5,12,9,0,3,3,1,0,4,0,43,6,0
3,5,12,9,0,3,3,1,0,4,0,43,7,0
3,4,12,9,0,3,3,1,0,4,0,43,7,0
2,3,10,9,0,5,5,1,0,5,0,44,9,0
2,3,10,9,0,5,5,1,0,5,0,44,10,0
2,3,9,9,0,5,5,1,0,5,0,44,10,0
2,3,8,9,0,5,5,1,0,5,0,44,10,0
1,3,8,9,0,5,5,1,0,5,0,44,10,0
1,3,8,9,0,5,5,1,0,5,0,44,11,0
2,3,8,9,0,5,5,1,0,5,0,44,11,0
2,2,8,9,0,5,5,1,0,5,0,44,11,0
2,1,8,9,0,5,5,1,0,5,0,44,11,0
2,1,8,9,0,6,5,1,0,5,0,44,11,0
2,1,8,10,1,6,5,1,0,7,0,44,12,0
2,1,8,10,1,7,5,1,0,7,0,44,12,0
2,1,8,10,1,7,5,1,0,7,0,45,12,0
2,1,8,10,1,7,5,1,0,7,0,45,13,0
2,1,8,10,1,7,5,1,0,7,0,45,14,0
